citizen,1,460,,,,,,,,,,,,,,,,,,,,,,,
city,1,461,,,,,,,,,,,,,,,,,,,,,,,
civil,1,462,,,,,,,,,,,,,,,,,,,,,,,
civilian,1,463,,,,,,,,,,,,,,,,,,,,,,,
claim,1,464,,,,,,,,,,,,,,,,,,,,,,,
class,1,465,,,,,,,,,,,,,,,,,,,,,,,
classic,1,466,,,,,,,,,,,,,,,,,,,,,,,
classroom,1,467,,,,,,,,,,,,,,,,,,,,,,,
clean,1,468,,,,,,,,,,,,,,,,,,,,,,,
clear,1,469,,,,,,,,,,,,,,,,,,,,,,,
clearly,1,470,,,,,,,,,,,,,,,,,,,,,,,
client,1,471,,,,,,,,,,,,,,,,,,,,,,,
climate,1,472,,,,,,,,,,,,,,,,,,,,,,,
climb,1,473,,,,,,,,,,,,,,,,,,,,,,,
clinic,1,474,,,,,,,,,,,,,,,,,,,,,,,
clinical,1,475,,,,,,,,,,,,,,,,,,,,,,,
clock,1,476,,,,,,,,,,,,,,,,,,,,,,,
close,1,477,,,,,,,,,,,,,,,,,,,,,,,
closely,1,478,,,,,,,,,,,,,,,,,,,,,,,
closer,1,479,,,,,,,,,,,,,,,,,,,,,,,
clothes,1,480,,,,,,,,,,,,,,,,,,,,,,,
clothing,1,481,,,,,,,,,,,,,,,,,,,,,,,
cloud,1,482,,,,,,,,,,,,,,,,,,,,,,,
club,1,483,,,,,,,,,,,,,,,,,,,,,,,
clue,1,484,,,,,,,,,,,,,,,,,,,,,,,
cluster,1,485,,,,,,,,,,,,,,,,,,,,,,,
coach,1,486,,,,,,,,,,,,,,,,,,,,,,,
coal,1,487,,,,,,,,,,,,,,,,,,,,,,,
coalition,1,488,,,,,,,,,,,,,,,,,,,,,,,
coast,1,489,,,,,,,,,,,,,,,,,,,,,,,
coat,1,490,,,,,,,,,,,,,,,,,,,,,,,
code,1,491,,,,,,,,,,,,,,,,,,,,,,,
coffee,1,492,,,,,,,,,,,,,,,,,,,,,,,
cognitive,1,493,,,,,,,,,,,,,,,,,,,,,,,
cold,1,494,,,,,,,,,,,,,,,,,,,,,,,
collapse,1,495,,,,,,,,,,,,,,,,,,,,,,,
colleague,1,496,,,,,,,,,,,,,,,,,,,,,,,
collect,1,497,,,,,,,,,,,,,,,,,,,,,,,
collection,1,498,a,of,,,,,,,,,,,,,,,,,,,,,
collective,1,499,,,,,,,,,,,,,,,,,,,,,,,
college,1,500,,,,,,,,,,,,,,,,,,,,,,,
colonial,1,501,,,,,,,,,,,,,,,,,,,,,,,
color,1,502,,,,,,,,,,,,,,,,,,,,,,,
column,1,503,,,,,,,,,,,,,,,,,,,,,,,
combination,1,504,,,,,,,,,,,,,,,,,,,,,,,
combine,1,505,,,,,,,,,,,,,,,,,,,,,,,
come,1,506,,,,,,,,,,,,,,,,,,,,,,,
comedy,1,507,,,,,,,,,,,,,,,,,,,,,,,
comfort,1,508,,,,,,,,,,,,,,,,,,,,,,,
comfortable,1,509,,,,,,,,,,,,,,,,,,,,,,,
command,1,510,,,,,,,,,,,,,,,,,,,,,,,
commander,1,511,,,,,,,,,,,,,,,,,,,,,,,
comment,2,512,,,,,,,,,,,,,,,,,,,,,,,
commercial,1,513,,,,,,,,,,,,,,,,,,,,,,,
commission,1,514,,,,,,,,,,,,,,,,,,,,,,,
commit,1,515,,,,,,,,,,,,,,,,,,,,,,,
commitment,1,516,,,,,,,,,,,,,,,,,,,,,,,
committee,1,517,,,,,,,,,,,,,,,,,,,,,,,
common,1,518,,,,,,,,,,,,,,,,,,,,,,,
communicate,1,519,,,,,,,,,,,,,,,,,,,,,,,
communication,1,520,,,,,,,,,,,,,,,,,,,,,,,
community,1,521,,,,,,,,,,,,,,,,,,,,,,,
company,1,522,,,,,,,,,,,,,,,,,,,,,,,
compare,1,523,,,,,,,,,,,,,,,,,,,,,,,
comparison,1,524,,,,,,,,,,,,,,,,,,,,,,,
compete,1,525,,,,,,,,,,,,,,,,,,,,,,,
competition,1,526,,,,,,,,,,,,,,,,,,,,,,,
competitive,1,527,,,,,,,,,,,,,,,,,,,,,,,
competitor,1,528,,,,,,,,,,,,,,,,,,,,,,,
complain,1,529,,,,,,,,,,,,,,,,,,,,,,,
complaint,1,530,,,,,,,,,,,,,,,,,,,,,,,
complete,1,531,,,,,,,,,,,,,,,,,,,,,,,
completely,1,532,,,,,,,,,,,,,,,,,,,,,,,
complex,1,533,,,,,,,,,,,,,,,,,,,,,,,
complicated,1,534,,,,,,,,,,,,,,,,,,,,,,,
component,1,535,,,,,,,,,,,,,,,,,,,,,,,
compose,1,536,,,,,,,,,,,,,,,,,,,,,,,
composition,1,537,,,,,,,,,,,,,,,,,,,,,,,
comprehensive,1,538,,,,,,,,,,,,,,,,,,,,,,,
computer,1,539,,,,,,,,,,,,,,,,,,,,,,,
concentrate,1,540,,,,,,,,,,,,,,,,,,,,,,,
concentration,1,541,,,,,,,,,,,,,,,,,,,,,,,
concept,1,542,,,,,,,,,,,,,,,,,,,,,,,
concern,1,543,widespread,about,,,,,,,,,,,,,,,,,,,,,
concerned,1,544,,,,,,,,,,,,,,,,,,,,,,,
concert,1,545,,,,,,,,,,,,,,,,,,,,,,,
conclude,1,546,,,,,,,,,,,,,,,,,,,,,,,
conclusion,1,547,,,,,,,,,,,,,,,,,,,,,,,
concrete,1,548,,,,,,,,,,,,,,,,,,,,,,,
condition,1,549,,,,,,,,,,,,,,,,,,,,,,,
conduct,1,550,,,,,,,,,,,,,,,,,,,,,,,
conference,1,551,,,,,,,,,,,,,,,,,,,,,,,
confidence,1,552,,,,,,,,,,,,,,,,,,,,,,,
confident,1,553,,,,,,,,,,,,,,,,,,,,,,,
confirm,1,554,,,,,,,,,,,,,,,,,,,,,,,
conflict,1,555,,,,,,,,,,,,,,,,,,,,,,,
confront,1,556,,,,,,,,,,,,,,,,,,,,,,,
confusion,1,557,,,,,,,,,,,,,,,,,,,,,,,
Congress,1,558,,,,,,,,,,,,,,,,,,,,,,,
congressional,1,559,,,,,,,,,,,,,,,,,,,,,,,
connect,1,560,,,,,,,,,,,,,,,,,,,,,,,
connection,1,561,,,,,,,,,,,,,,,,,,,,,,,
consciousness,1,562,,,,,,,,,,,,,,,,,,,,,,,
consensus,1,563,,,,,,,,,,,,,,,,,,,,,,,
consequence,1,564,,,,,,,,,,,,,,,,,,,,,,,
conservative,1,565,,,,,,,,,,,,,,,,,,,,,,,
consider,1,566,,,,,,,,,,,,,,,,,,,,,,,
considerable,1,567,,,,,,,,,,,,,,,,,,,,,,,
consideration,1,568,,,,,,,,,,,,,,,,,,,,,,,
consist,1,569,,,,,,,,,,,,,,,,,,,,,,,
consistent,1,570,,,,,,,,,,,,,,,,,,,,,,,
constant,1,571,,,,,,,,,,,,,,,,,,,,,,,
constantly,1,572,,,,,,,,,,,,,,,,,,,,,,,
constitute,1,573,,,,,,,,,,,,,,,,,,,,,,,
constitutional,1,574,,,,,,,,,,,,,,,,,,,,,,,
construct,1,575,,,,,,,,,,,,,,,,,,,,,,,
construction,1,576,,,,,,,,,,,,,,,,,,,,,,,
consultant,1,577,,,,,,,,,,,,,,,,,,,,,,,
consume,1,578,,,,,,,,,,,,,,,,,,,,,,,
consumer,1,579,in,electronics,,,,,,,,,,,,,,,,,,,,,
consumption,1,580,,,,,,,,,,,,,,,,,,,,,,,
contact,1,581,,,,,,,,,,,,,,,,,,,,,,,
contain,1,582,,,,,,,,,,,,,,,,,,,,,,,
container,1,583,,,,,,,,,,,,,,,,,,,,,,,
contemporary,1,584,,,,,,,,,,,,,,,,,,,,,,,
content,1,585,,,,,,,,,,,,,,,,,,,,,,,
contest,1,586,,,,,,,,,,,,,,,,,,,,,,,
context,1,587,,,,,,,,,,,,,,,,,,,,,,,
continue,1,588,,,,,,,,,,,,,,,,,,,,,,,
continued,1,589,,,,,,,,,,,,,,,,,,,,,,,
contract,1,590,,,,,,,,,,,,,,,,,,,,,,,
contrast,1,591,,,,,,,,,,,,,,,,,,,,,,,
contribute,1,592,,,,,,,,,,,,,,,,,,,,,,,
contribution,1,593,,,,,,,,,,,,,,,,,,,,,,,
control,1,594,remote,also,can,,,,,,,,,,,,,,,,,,,,
controversial,1,595,,,,,,,,,,,,,,,,,,,,,,,
controversy,1,596,,,,,,,,,,,,,,,,,,,,,,,
convention,1,597,,,,,,,,,,,,,,,,,,,,,,,
conventional,1,598,,,,,,,,,,,,,,,,,,,,,,,
conversation,1,599,,,,,,,,,,,,,,,,,,,,,,,
convert,1,600,,,,,,,,,,,,,,,,,,,,,,,
conviction,1,601,,,,,,,,,,,,,,,,,,,,,,,
convince,1,602,,,,,,,,,,,,,,,,,,,,,,,
cook,1,603,,,,,,,,,,,,,,,,,,,,,,,
cookie,1,604,,,,,,,,,,,,,,,,,,,,,,,
cooking,1,605,,,,,,,,,,,,,,,,,,,,,,,
cool,1,606,,,,,,,,,,,,,,,,,,,,,,,
cooperation,1,607,,,,,,,,,,,,,,,,,,,,,,,
cop,1,608,,,,,,,,,,,,,,,,,,,,,,,
cope,1,609,,,,,,,,,,,,,,,,,,,,,,,
copy,1,610,,,,,,,,,,,,,,,,,,,,,,,
core,1,611,,,,,,,,,,,,,,,,,,,,,,,
corn,1,612,,,,,,,,,,,,,,,,,,,,,,,
corner,1,613,,,,,,,,,,,,,,,,,,,,,,,
corporate,1,614,,,,,,,,,,,,,,,,,,,,,,,
corporation,1,615,,,,,,,,,,,,,,,,,,,,,,,
correct,1,616,,,,,,,,,,,,,,,,,,,,,,,
correspondent,1,617,,,,,,,,,,,,,,,,,,,,,,,
cost,1,618,,,,,,,,,,,,,,,,,,,,,,,
cotton,1,619,,,,,,,,,,,,,,,,,,,,,,,
couch,1,620,,,,,,,,,,,,,,,,,,,,,,,
could,1,621,,,,,,,,,,,,,,,,,,,,,,,
council,1,622,,,,,,,,,,,,,,,,,,,,,,,
counselor,1,623,,,,,,,,,,,,,,,,,,,,,,,
count,1,624,,,,,,,,,,,,,,,,,,,,,,,
counter,1,625,,,,,,,,,,,,,,,,,,,,,,,
country,1,626,,,,,,,,,,,,,,,,,,,,,,,
county,1,627,,,,,,,,,,,,,,,,,,,,,,,
couple,1,628,,,,,,,,,,,,,,,,,,,,,,,
courage,1,629,,,,,,,,,,,,,,,,,,,,,,,
course,1,630,,,,,,,,,,,,,,,,,,,,,,,
court,1,631,,,,,,,,,,,,,,,,,,,,,,,
cousin,1,632,,,,,,,,,,,,,,,,,,,,,,,
cover,1,633,,,,,,,,,,,,,,,,,,,,,,,
coverage,1,634,,,,,,,,,,,,,,,,,,,,,,,
cow,1,635,,,,,,,,,,,,,,,,,,,,,,,
crack,1,636,,,,,,,,,,,,,,,,,,,,,,,
craft,1,637,,,,,,,,,,,,,,,,,,,,,,,
crash,1,638,,,,,,,,,,,,,,,,,,,,,,,
crazy,1,639,,,,,,,,,,,,,,,,,,,,,,,
cream,1,640,,,,,,,,,,,,,,,,,,,,,,,
create,1,641,,,,,,,,,,,,,,,,,,,,,,,
creation,1,642,,,,,,,,,,,,,,,,,,,,,,,
creative,1,643,,,,,,,,,,,,,,,,,,,,,,,
creature,1,644,,,,,,,,,,,,,,,,,,,,,,,
credit,1,645,,,,,,,,,,,,,,,,,,,,,,,
crew,1,646,,,,,,,,,,,,,,,,,,,,,,,
crime,1,647,,,,,,,,,,,,,,,,,,,,,,,
criminal,1,648,,,,,,,,,,,,,,,,,,,,,,,
crisis,1,649,,,,,,,,,,,,,,,,,,,,,,,
criteria,1,650,,,,,,,,,,,,,,,,,,,,,,,
critic,1,651,,,,,,,,,,,,,,,,,,,,,,,
critical,1,652,,,,,,,,,,,,,,,,,,,,,,,
criticism,1,653,,,,,,,,,,,,,,,,,,,,,,,
criticize,1,654,,,,,,,,,,,,,,,,,,,,,,,
crop,1,655,,,,,,,,,,,,,,,,,,,,,,,
cross,1,656,,,,,,,,,,,,,,,,,,,,,,,
crowd,1,657,,,,,,,,,,,,,,,,,,,,,,,
crucial,1,658,,,,,,,,,,,,,,,,,,,,,,,
cry,1,659,,,,,,,,,,,,,,,,,,,,,,,
cultural,1,660,,,,,,,,,,,,,,,,,,,,,,,
culture,1,661,,,,,,,,,,,,,,,,,,,,,,,
cup,1,662,,,,,,,,,,,,,,,,,,,,,,,
curious,1,663,,,,,,,,,,,,,,,,,,,,,,,
current,1,664,,,,,,,,,,,,,,,,,,,,,,,
currently,1,665,,,,,,,,,,,,,,,,,,,,,,,
curriculum,1,666,,,,,,,,,,,,,,,,,,,,,,,
custom,1,667,,,,,,,,,,,,,,,,,,,,,,,
customer,1,668,,,,,,,,,,,,,,,,,,,,,,,
cut,1,669,,,,,,,,,,,,,,,,,,,,,,,
cycle,1,670,,,,,,,,,,,,,,,,,,,,,,,
dad,1,671,,,,,,,,,,,,,,,,,,,,,,,
daily,1,672,,,,,,,,,,,,,,,,,,,,,,,
damage,1,673,,,,,,,,,,,,,,,,,,,,,,,
dance,1,674,,,,,,,,,,,,,,,,,,,,,,,
danger,1,675,,,,,,,,,,,,,,,,,,,,,,,
dangerous,1,676,,,,,,,,,,,,,,,,,,,,,,,
dare,1,677,,,,,,,,,,,,,,,,,,,,,,,
dark,1,678,,,,,,,,,,,,,,,,,,,,,,,
darkness,1,679,,,,,,,,,,,,,,,,,,,,,,,
data,1,680,,,,,,,,,,,,,,,,,,,,,,,
date,1,681,,,,,,,,,,,,,,,,,,,,,,,
daughter,1,682,,,,,,,,,,,,,,,,,,,,,,,
day,1,683,,,,,,,,,,,,,,,,,,,,,,,
dead,1,684,,,,,,,,,,,,,,,,,,,,,,,
deal,1,685,,,,,,,,,,,,,,,,,,,,,,,
dealer,1,686,,,,,,,,,,,,,,,,,,,,,,,
dear,1,687,,,,,,,,,,,,,,,,,,,,,,,
death,1,688,,,,,,,,,,,,,,,,,,,,,,,
debate,1,689,,,,,,,,,,,,,,,,,,,,,,,
debt,1,690,,,,,,,,,,,,,,,,,,,,,,,
decade,1,691,,,,,,,,,,,,,,,,,,,,,,,
decide,1,692,,,,,,,,,,,,,,,,,,,,,,,
decision,1,693,,,,,,,,,,,,,,,,,,,,,,,
deck,1,694,,,,,,,,,,,,,,,,,,,,,,,
declare,1,695,,,,,,,,,,,,,,,,,,,,,,,
decline,1,696,,,,,,,,,,,,,,,,,,,,,,,
decrease,1,697,,,,,,,,,,,,,,,,,,,,,,,
deep,1,698,,,,,,,,,,,,,,,,,,,,,,,
deeply,1,699,,,,,,,,,,,,,,,,,,,,,,,
deer,1,700,,,,,,,,,,,,,,,,,,,,,,,
defeat,1,701,,,,,,,,,,,,,,,,,,,,,,,
defend,1,702,,,,,,,,,,,,,,,,,,,,,,,
defendant,1,703,,,,,,,,,,,,,,,,,,,,,,,
defense,1,704,,,,,,,,,,,,,,,,,,,,,,,
defensive,1,705,,,,,,,,,,,,,,,,,,,,,,,
deficit,1,706,,,,,,,,,,,,,,,,,,,,,,,
define,1,707,,,,,,,,,,,,,,,,,,,,,,,
definitely,1,708,,,,,,,,,,,,,,,,,,,,,,,
definition,1,709,the,is,,,,,,,,,,,,,,,,,,,,,
degree,1,710,,,,,,,,,,,,,,,,,,,,,,,
delay,1,711,,,,,,,,,,,,,,,,,,,,,,,
deliver,1,712,,,,,,,,,,,,,,,,,,,,,,,
delivery,1,713,,,,,,,,,,,,,,,,,,,,,,,
demand,1,714,,,,,,,,,,,,,,,,,,,,,,,
democracy,1,715,,,,,,,,,,,,,,,,,,,,,,,
Democrat,1,716,,,,,,,,,,,,,,,,,,,,,,,
democratic,1,717,,,,,,,,,,,,,,,,,,,,,,,
demonstrate,1,718,,,,,,,,,,,,,,,,,,,,,,,
demonstration,1,719,,,,,,,,,,,,,,,,,,,,,,,
deny,1,720,,,,,,,,,,,,,,,,,,,,,,,
department,1,721,,,,,,,,,,,,,,,,,,,,,,,
depend,1,722,,,,,,,,,,,,,,,,,,,,,,,
dependent,1,723,,,,,,,,,,,,,,,,,,,,,,,
depending,1,724,,,,,,,,,,,,,,,,,,,,,,,
depict,1,725,,,,,,,,,,,,,,,,,,,,,,,
depression,1,726,,,,,,,,,,,,,,,,,,,,,,,
depth,1,727,,,,,,,,,,,,,,,,,,,,,,,
deputy,1,728,,,,,,,,,,,,,,,,,,,,,,,
derive,1,729,,,,,,,,,,,,,,,,,,,,,,,
describe,1,730,,,,,,,,,,,,,,,,,,,,,,,
description,1,731,,,,,,,,,,,,,,,,,,,,,,,
desert,1,732,,,,,,,,,,,,,,,,,,,,,,,
deserve,1,733,,,,,,,,,,,,,,,,,,,,,,,
design,1,734,,,,,,,,,,,,,,,,,,,,,,,
designer,1,735,,,,,,,,,,,,,,,,,,,,,,,
desire,1,736,,,,,,,,,,,,,,,,,,,,,,,
desk,1,737,,,,,,,,,,,,,,,,,,,,,,,
desperate,1,738,,,,,,,,,,,,,,,,,,,,,,,
despite,1,739,,,,,,,,,,,,,,,,,,,,,,,
destroy,1,740,,,,,,,,,,,,,,,,,,,,,,,
destruction,1,741,,,,,,,,,,,,,,,,,,,,,,,
detail,1,742,,,,,,,,,,,,,,,,,,,,,,,
detailed,1,743,,,,,,,,,,,,,,,,,,,,,,,
detect,1,744,,,,,,,,,,,,,,,,,,,,,,,
determine,1,745,,,,,,,,,,,,,,,,,,,,,,,
develop,1,746,,,,,,,,,,,,,,,,,,,,,,,
developing,1,747,,,,,,,,,,,,,,,,,,,,,,,
development,1,748,,,,,,,,,,,,,,,,,,,,,,,
device,1,749,electronic,used,another,from,a,that,,,,,,,,,,,,,,,,,
devote,1,750,,,,,,,,,,,,,,,,,,,,,,,
dialogue,1,751,,,,,,,,,,,,,,,,,,,,,,,
die,1,752,,,,,,,,,,,,,,,,,,,,,,,
diet,1,753,,,,,,,,,,,,,,,,,,,,,,,
differ,1,754,,,,,,,,,,,,,,,,,,,,,,,
difference,1,755,,,,,,,,,,,,,,,,,,,,,,,
different,1,756,,,,,,,,,,,,,,,,,,,,,,,
differently,1,757,,,,,,,,,,,,,,,,,,,,,,,
difficult,1,758,,,,,,,,,,,,,,,,,,,,,,,
difficulty,1,759,,,,,,,,,,,,,,,,,,,,,,,
dig,1,760,,,,,,,,,,,,,,,,,,,,,,,
digital,1,761,,,,,,,,,,,,,,,,,,,,,,,
dimension,1,762,,,,,,,,,,,,,,,,,,,,,,,
dining,1,763,,,,,,,,,,,,,,,,,,,,,,,
dinner,1,764,,,,,,,,,,,,,,,,,,,,,,,
direct,1,765,for,operation,,,,,,,,,,,,,,,,,,,,,
direction,1,766,,,,,,,,,,,,,,,,,,,,,,,
directly,1,767,,,,,,,,,,,,,,,,,,,,,,,
director,1,768,,,,,,,,,,,,,,,,,,,,,,,
dirt,1,769,,,,,,,,,,,,,,,,,,,,,,,
dirty,1,770,,,,,,,,,,,,,,,,,,,,,,,
disability,1,771,,,,,,,,,,,,,,,,,,,,,,,
disagree,1,772,,,,,,,,,,,,,,,,,,,,,,,
disappear,1,773,,,,,,,,,,,,,,,,,,,,,,,
disaster,1,774,,,,,,,,,,,,,,,,,,,,,,,
discipline,1,775,,,,,,,,,,,,,,,,,,,,,,,
discourse,1,776,,,,,,,,,,,,,,,,,,,,,,,
discover,1,777,,,,,,,,,,,,,,,,,,,,,,,
discovery,1,778,,,,,,,,,,,,,,,,,,,,,,,
discrimination,1,779,,,,,,,,,,,,,,,,,,,,,,,
discuss,1,780,,,,,,,,,,,,,,,,,,,,,,,
discussion,1,781,,,,,,,,,,,,,,,,,,,,,,,
disease,1,782,,,,,,,,,,,,,,,,,,,,,,,
dish,1,783,,,,,,,,,,,,,,,,,,,,,,,
dismiss,1,784,,,,,,,,,,,,,,,,,,,,,,,
disorder,1,785,,,,,,,,,,,,,,,,,,,,,,,
display,1,786,,,,,,,,,,,,,,,,,,,,,,,
dispute,1,787,,,,,,,,,,,,,,,,,,,,,,,
distance,1,788,a,usually,short,this,,,,,,,,,,,,,,,,,,,
distant,1,789,,,,,,,,,,,,,,,,,,,,,,,
distinct,1,790,,,,,,,,,,,,,,,,,,,,,,,
distinction,1,791,,,,,,,,,,,,,,,,,,,,,,,
distinguish,1,792,,,,,,,,,,,,,,,,,,,,,,,
distribute,1,793,,,,,,,,,,,,,,,,,,,,,,,
distribution,1,794,,,,,,,,,,,,,,,,,,,,,,,
district,1,795,,,,,,,,,,,,,,,,,,,,,,,
diverse,1,796,,,,,,,,,,,,,,,,,,,,,,,
diversity,1,797,,,,,,,,,,,,,,,,,,,,,,,
divide,1,798,,,,,,,,,,,,,,,,,,,,,,,
division,1,799,,,,,,,,,,,,,,,,,,,,,,,
divorce,1,800,,,,,,,,,,,,,,,,,,,,,,,
DNA,1,801,,,,,,,,,,,,,,,,,,,,,,,
do,1,802,,,,,,,,,,,,,,,,,,,,,,,
doctor,1,803,,,,,,,,,,,,,,,,,,,,,,,
document,1,804,,,,,,,,,,,,,,,,,,,,,,,
dog,2,805,,,,,,,,,,,,,,,,,,,,,,,
domestic,1,806,,,,,,,,,,,,,,,,,,,,,,,
dominant,1,807,,,,,,,,,,,,,,,,,,,,,,,
dominate,1,808,,,,,,,,,,,,,,,,,,,,,,,
door,1,809,garage,opener,,,,,,,,,,,,,,,,,,,,,
double,1,810,,,,,,,,,,,,,,,,,,,,,,,
doubt,1,811,,,,,,,,,,,,,,,,,,,,,,,
down,1,812,,,,,,,,,,,,,,,,,,,,,,,
downtown,1,813,,,,,,,,,,,,,,,,,,,,,,,
dozen,1,814,,,,,,,,,,,,,,,,,,,,,,,
draft,1,815,,,,,,,,,,,,,,,,,,,,,,,
drag,1,816,,,,,,,,,,,,,,,,,,,,,,,
drama,1,817,,,,,,,,,,,,,,,,,,,,,,,
dramatic,1,818,,,,,,,,,,,,,,,,,,,,,,,
dramatically,1,819,,,,,,,,,,,,,,,,,,,,,,,
draw,1,820,,,,,,,,,,,,,,,,,,,,,,,
drawing,1,821,,,,,,,,,,,,,,,,,,,,,,,
dream,1,822,,,,,,,,,,,,,,,,,,,,,,,
dress,1,823,,,,,,,,,,,,,,,,,,,,,,,
drink,1,824,,,,,,,,,,,,,,,,,,,,,,,
drive,1,825,,,,,,,,,,,,,,,,,,,,,,,
driver,1,826,,,,,,,,,,,,,,,,,,,,,,,
drop,1,827,,,,,,,,,,,,,,,,,,,,,,,
drug,1,828,,,,,,,,,,,,,,,,,,,,,,,
dry,1,829,,,,,,,,,,,,,,,,,,,,,,,
due,1,830,,,,,,,,,,,,,,,,,,,,,,,
during,1,831,,,,,,,,,,,,,,,,,,,,,,,
dust,1,832,,,,,,,,,,,,,,,,,,,,,,,
duty,1,833,,,,,,,,,,,,,,,,,,,,,,,
each,1,834,,,,,,,,,,,,,,,,,,,,,,,
eager,1,835,,,,,,,,,,,,,,,,,,,,,,,
ear,1,836,,,,,,,,,,,,,,,,,,,,,,,
early,1,837,,,,,,,,,,,,,,,,,,,,,,,
earn,1,838,,,,,,,,,,,,,,,,,,,,,,,
earnings,1,839,,,,,,,,,,,,,,,,,,,,,,,
earth,1,840,,,,,,,,,,,,,,,,,,,,,,,
ease,1,841,,,,,,,,,,,,,,,,,,,,,,,
easily,1,842,,,,,,,,,,,,,,,,,,,,,,,
east,1,843,,,,,,,,,,,,,,,,,,,,,,,
eastern,1,844,,,,,,,,,,,,,,,,,,,,,,,
easy,1,845,,,,,,,,,,,,,,,,,,,,,,,
eat,1,846,,,,,,,,,,,,,,,,,,,,,,,
economic,1,847,,,,,,,,,,,,,,,,,,,,,,,
economics,1,848,,,,,,,,,,,,,,,,,,,,,,,
economist,1,849,,,,,,,,,,,,,,,,,,,,,,,
economy,1,850,,,,,,,,,,,,,,,,,,,,,,,
edge,1,851,,,,,,,,,,,,,,,,,,,,,,,
edition,1,852,,,,,,,,,,,,,,,,,,,,,,,
editor,1,853,,,,,,,,,,,,,,,,,,,,,,,
educate,1,854,,,,,,,,,,,,,,,,,,,,,,,
education,1,855,,,,,,,,,,,,,,,,,,,,,,,
educational,1,856,,,,,,,,,,,,,,,,,,,,,,,
educator,1,857,,,,,,,,,,,,,,,,,,,,,,,
effect,1,858,,,,,,,,,,,,,,,,,,,,,,,
effective,1,859,,,,,,,,,,,,,,,,,,,,,,,
effectively,1,860,,,,,,,,,,,,,,,,,,,,,,,
efficiency,1,861,,,,,,,,,,,,,,,,,,,,,,,
efficient,1,862,,,,,,,,,,,,,,,,,,,,,,,
effort,1,863,,,,,,,,,,,,,,,,,,,,,,,
egg,1,864,,,,,,,,,,,,,,,,,,,,,,,
eight,1,865,,,,,,,,,,,,,,,,,,,,,,,
either,1,866,,,,,,,,,,,,,,,,,,,,,,,
elderly,1,867,,,,,,,,,,,,,,,,,,,,,,,
elect,1,868,,,,,,,,,,,,,,,,,,,,,,,
election,1,869,,,,,,,,,,,,,,,,,,,,,,,
electric,1,870,,,,,,,,,,,,,,,,,,,,,,,
electricity,1,871,,,,,,,,,,,,,,,,,,,,,,,
electronic,1,872,an,device,,,,,,,,,,,,,,,,,,,,,
element,1,873,personal,self,,,,,,,,,,,,,,,,,,,,,
elementary,1,874,,,,,,,,,,,,,,,,,,,,,,,
eliminate,1,875,,,,,,,,,,,,,,,,,,,,,,,
elite,1,876,,,,,,,,,,,,,,,,,,,,,,,
else,1,877,,,,,,,,,,,,,,,,,,,,,,,
elsewhere,1,878,,,,,,,,,,,,,,,,,,,,,,,
e-mail,1,879,,,,,,,,,,,,,,,,,,,,,,,
embrace,1,880,,,,,,,,,,,,,,,,,,,,,,,
emerge,1,881,,,,,,,,,,,,,,,,,,,,,,,
emergency,1,882,,,,,,,,,,,,,,,,,,,,,,,
emission,1,883,,,,,,,,,,,,,,,,,,,,,,,
emotion,1,884,,,,,,,,,,,,,,,,,,,,,,,
emotional,1,885,,,,,,,,,,,,,,,,,,,,,,,
emphasis,1,886,,,,,,,,,,,,,,,,,,,,,,,
emphasize,1,887,,,,,,,,,,,,,,,,,,,,,,,
employ,1,888,,,,,,,,,,,,,,,,,,,,,,,
employee,1,889,,,,,,,,,,,,,,,,,,,,,,,
employer,1,890,,,,,,,,,,,,,,,,,,,,,,,
employment,1,891,,,,,,,,,,,,,,,,,,,,,,,
empty,1,892,,,,,,,,,,,,,,,,,,,,,,,
enable,1,893,,,,,,,,,,,,,,,,,,,,,,,
encounter,1,894,,,,,,,,,,,,,,,,,,,,,,,
encourage,1,895,,,,,,,,,,,,,,,,,,,,,,,
end,1,896,,,,,,,,,,,,,,,,,,,,,,,
enemy,1,897,,,,,,,,,,,,,,,,,,,,,,,
energy,1,898,,,,,,,,,,,,,,,,,,,,,,,
enforcement,1,899,,,,,,,,,,,,,,,,,,,,,,,
engage,1,900,,,,,,,,,,,,,,,,,,,,,,,
engine,1,901,,,,,,,,,,,,,,,,,,,,,,,
engineer,1,902,,,,,,,,,,,,,,,,,,,,,,,
engineering,1,903,,,,,,,,,,,,,,,,,,,,,,,
English,1,904,,,,,,,,,,,,,,,,,,,,,,,
enhance,1,905,,,,,,,,,,,,,,,,,,,,,,,
enjoy,1,906,,,,,,,,,,,,,,,,,,,,,,,
enormous,1,907,,,,,,,,,,,,,,,,,,,,,,,
enough,1,908,,,,,,,,,,,,,,,,,,,,,,,
ensure,1,909,,,,,,,,,,,,,,,,,,,,,,,
enter,1,910,,,,,,,,,,,,,,,,,,,,,,,
enterprise,1,911,,,,,,,,,,,,,,,,,,,,,,,
entertainment,1,912,,,,,,,,,,,,,,,,,,,,,,,
entire,1,913,,,,,,,,,,,,,,,,,,,,,,,
entirely,1,914,,,,,,,,,,,,,,,,,,,,,,,
entrance,1,915,,,,,,,,,,,,,,,,,,,,,,,
entry,1,916,,,,,,,,,,,,,,,,,,,,,,,
environment,1,917,,,,,,,,,,,,,,,,,,,,,,,
environmental,1,918,,,,,,,,,,,,,,,,,,,,,,,
episode,1,919,,,,,,,,,,,,,,,,,,,,,,,
